objectid,filename_og,,,,,final file type,,format-CAT,format-almost,format,filename,title,creator,mine,depth,date,description,subject,location,latitude,longitude,source,format original,format_og,type,identifier,language,rights,rightsstatement
cb070,306EV_081218_035.jpg,306EV_081218_035,jpg,,,jpg,,image/jpg,image/jpg,image/jpg,https://cpmrark.reclaim.hosting/images/records/306EV_081218_035.jpg,Enriqueta outdoors reading El Grito,David Gilroy,Enriqueta Vasquez,,2003,"Black and white photograph of Enriqueta Vasquez reading El Grito del Norte newspaper, firewood in the background and a smile on her face. El Grito del Norte was a foundational Chicana/o movement and third world internationalist newspaper which she produced with Betita Martinez, Bevelry Axelrod, and others in Española, New Mexico from 1968 to 1973. Photo taken by David Gilroy in 2003",Enriqueta Vasquez; El Grito del Norte; Photograph; David Gilroy; 2003; 2000s; Vasquez archive; JAG; cpmr,,,,Enriqueta Vasquez,4x5,,Photograph,306EV_081218_035,,David Gilroy,
cb067,306EV_081218_074.jpg,306EV_081218_074,jpg,,,jpg,,image/jpg,image/jpg,image/jpg,https://cpmrark.reclaim.hosting/images/records/306EV_081218_074.jpg,"Enriqueta Vasquez shaking hand of Queen of Spain, 1992 (front)",,Enriqueta Vasquez,,1992,"Color, group photo of Enriqueta shaking hand of Reina Sophia, queen of Spain, in 1992. Indigenous woman in foreground in profile. As ""part of an intertribal indigenous delegation,"" Enriqueta traveled to Spain in 1992 for the 500-year anniversary of Christopher Columbus' voyage to the Americas. The delegation ""provided through speeches and ceremony a counter-balance to the nation's festivities marking the anniversary"" (Enriqueta Vasquez and the Chicano Movement, xliii).",Enriqueta Vasquez; Spain; Reina Sofía; Vasquez archive; Photograph; JAG; cpmr; 1992; 1990s; Madrid; Queen Sofía of Spain; indigenous; Native American; American Indian; quincentennial; Columbus,,,,Enriqueta Vasquez,4x5,,Photograph,306EV_081218_074,,,
cb068,306EV_081218_103.jpeg,306EV_081218_103,jpeg,,,jpeg,,image/jpeg,image/jpeg,image/jpeg,https://cpmrark.reclaim.hosting/images/records/306EV_081218_103.jpeg,"""Federal Court Lawsuit Filed Against Taos School Chief"" newspaper article",Albuquerque Journal,Enriqueta Vasquez,,"May 8, 1970","A newspaper article titled ""Federal Court Lawsuit Filed Against Taos School Chief"" in the Albuquerque Journal on May 8, 1970. The article covers Enriqueta Vasquez's filing of a federal lawsuit against Taos Junior High School, her daughter Ramona's school. Ramona wore an armband and a Mao Zedong pin to school, but both were confiscated by school authorities and a memorandum was issued banning ""these trouble-making devices.""",Enriqueta Vasquez; Ramona Vasquez; Mao Zedong; Che Guevara; freedom of speech; protest; Albuquerque; New Mexico; student; 1980; 1980s; Vasquez archive; JAG; cpmr; Taos Junior High School; U.S. District Court; armband; Albuquerque Journal,,,,Enriqueta Vasquez,8.5x11,,Newspaper article,306EV_081218_103.tiff,,Albuquerque Journal,
cb065,306EV_08122018_217_a.jpg,306EV_08122018_217_a,jpg,,,jpg,,image/jpg,image/jpg,image/jpg,https://cpmrark.reclaim.hosting/images/records/306EV_08122018_217_a.jpg,"Mural of three women, by Enriqueta Vasquez",Enriqueta Vasquez,Enriqueta Vasquez,,,A colorful mural of three women of different ages holding their noses and looking away from the viewer. By Enriqueta Vasquez.,Enriqueta Vasquez; mural; Art; Vasquez archive; JAG; cpmr,,,,Enriqueta Vasquez,"ex: 8.5"" by 11""",,Art,306EV_08122018_217_a.jpg,,Enriqueta Vasquez,
cb076,306EV_08122018_219_a.jpg,306EV_08122018_219_a,jpg,,,jpg,,image/jpg,image/jpg,image/jpg,https://cpmrark.reclaim.hosting/images/records/306EV_08122018_219_a.jpg,"A La Madre Yaqui, painting by Enriqueta Vasquez (view 1)",Enriqueta Vasquez,Vasquez archive,,,"A painting of a woman walking in the desert with her child on her back, and an animal skin draped over the child. Made by Enriqueta Vasquez.",Enriqueta Vasquez; Art; painting; Yaqui; Yaqui massacre; Vasquez archive; JAG; cpmr,,,,Enriqueta Vasquez,"ex: 8.5"" by 11""",,Painting,306EV_08122018_219_a.jpg,,Enriqueta Vasquez,
cb136,31fa1b5d-3a8d-4b07-96a0-8c74081eac8a.png,31fa1b5d-3a8d-4b07-96a0-8c74081eac8a,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/31fa1b5d-3a8d-4b07-96a0-8c74081eac8a.png,"Brown Berets in truck in front of Paramount Theater, Austin, Texas",Nancy de los Santos,,,1977,"Image of protestors at the police brutality march. The police brutality march was held to commemorate Jose Torres who was killed in Houston, TX in 1977",joe torres; jose torres; Nancy de los Santos; Nancy de los Santos collection; cpmr; austin; texas; Brown Berets; police brutality; Photograph,,,,Nancy de los Santos,unknown,,black and white photo,1401_0011NDLSR_111014_084,,Nancy de los Santos,
cb292,335a9cbe-56a5-4375-9dad-18d0ede0c035.png,335a9cbe-56a5-4375-9dad-18d0ede0c035,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/335a9cbe-56a5-4375-9dad-18d0ede0c035.png,Mexican American Education Project Announcement Poster,Unknown,,,1970s,A poster from the Mexican American Education Project of Sacramento State College announcing a program for public school teachers.,cpmr; Sonia Lopez archive; sonia lopez; poster; 1970s; bilingual; bicultural; education; sacramento state college,,,,Sonia Lopez,"10"" x 14""",,Poster,DSC_2790.JPG,,Unknown,
cb233,348e3018-2453-4817-81ec-307e91010bab.png,348e3018-2453-4817-81ec-307e91010bab,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/348e3018-2453-4817-81ec-307e91010bab.png,Arellanes Brown Beret March in East LA Photograph,Material courtesy of Gloria Arellanes Papers at CSU-LA,Unknown,,"1960s, 1970s",Protestors walking in the streets of East LA,Gloria Arellanes; Photograph; George Rodriguez; East LA; protest,,,,Gloria Arellanes,Unknown,,Photograph,Box+5+photos_001.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb286,40607e57-a7e7-439d-ac6c-b8e89982229b.png,40607e57-a7e7-439d-ac6c-b8e89982229b,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/40607e57-a7e7-439d-ac6c-b8e89982229b.png,Losses of La Huelga Easel Pad,Unknown,,,1970s,"An easel describing some of the fatalities surrounding the 1973 Calexico strike, making note of two men in particular.",cpmr; Sonia Lopez archive; sonia lopez; poster; educational materials; easel; 1970s; 1973; huelga; strike; Calexico,,,,Sonia Lopez,"30"" x 25""",,Educational Materials,DSC_2813.JPG,,Unknown,
cb199,40ba9de0-e987-43ea-a9f2-bab5e0966c48.png,40ba9de0-e987-43ea-a9f2-bab5e0966c48,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/40ba9de0-e987-43ea-a9f2-bab5e0966c48.png,Chicano Staff Resignation Letter,Chicano Staff at the University of Washington,,,May 8th 1975,"Yolanda Alaniz was one of the leaders in the student, staff and faculty strike protesting the firing of two Chicano administrators and the secretary of Chicana/o Studies from the University of Washington. This is their resignation in solidarity.",Resignation; Chicano Staff; Chicanos in higher education,,,,Yolanda Alaniz,1.07 MB,,Document,,,Chicano Staff at the University of Washington,
cb234,42ec61fc-5cd8-4155-a1c9-32daa23aa72a.png,42ec61fc-5cd8-4155-a1c9-32daa23aa72a,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/42ec61fc-5cd8-4155-a1c9-32daa23aa72a.png,Arellanes ID Button,Material courtesy of Gloria Arellanes Papers at CSU-LA,Gloria Arellanes,,1970's,Photo Button of Gloria Arellanes,Gloria Arellanes; ID; button,,,,Gloria Arellanes,"2""x2""",,Ephemera,arrellanes_idbutton2.tif,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb319,4530c9b9-fbc3-45e8-9eaa-c2b95c4447b7.png,4530c9b9-fbc3-45e8-9eaa-c2b95c4447b7,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/4530c9b9-fbc3-45e8-9eaa-c2b95c4447b7.png,5 Poems in a Booklet,Olivia Puentes Reynolds,,,unknown,"Pages 18 and 19 of a booklet featuring five poems, four of which written by San Diego State College students",cpmr; Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1970s; teatro frontera; booklet; poetry; San Diego State College; SDSC,,,,Olivia Puentes Reynolds,"8.5"" x 22""",,booklet,039OPR080513-025.tif,,Olivia Puentes Reynolds,
cb241,4a603d7a-5647-49b6-ae21-5b36fc91e250.png,4a603d7a-5647-49b6-ae21-5b36fc91e250,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/4a603d7a-5647-49b6-ae21-5b36fc91e250.png,Barbara Carrasco Family Photograph with Mother and Sister,Unknown,Barbara Carrasco,,1961,"In-color portrait of Barbara Carrasco with mother and sister, dressed up; Barbara is on the left-hand side",Barbara Carrasco; Photograph; 1961; 1960s; Carrasco Archive; cpmr; BE,,,,Barbara Carrasco,"3"" x 3""",,Photograph,Carrasco Kids 1961 (2),,Unknown,
cb232,4e2ce396-d5d5-40df-90e6-a8636885fc35.png,4e2ce396-d5d5-40df-90e6-a8636885fc35,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/4e2ce396-d5d5-40df-90e6-a8636885fc35.png,El Barrio Drawings and Poems,Material courtesy of Gloria Arellanes Papers at CSU-LA,Unknown,,1970,Stylized El Barrio text and drawing,drawing; Gloria Arellanes; Chavela Byrd; poetry; 1970s; 1970,,,,Gloria Arellanes,Unknown,,Art,El Barrio Drawings and Poems.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb321,4e331479-24f4-4162-8fc0-53eac46fdc53.png,4e331479-24f4-4162-8fc0-53eac46fdc53,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/4e331479-24f4-4162-8fc0-53eac46fdc53.png,University Ideologies Pahmplet,The Women's Studies Board of San Diego State College,,,4/20/1974,"Page 9 of the womens studies pamphlet, focused on ideologies and narratives reinforced in universities.",cpmr; Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1970s; 1974; pamphlet; womens studies; San Diego State College; socialist feminism; third world studies; capitalism; sexism,,,,Olivia Puentes Reynolds,"5"" x 7""",,Pamphlet,039OPR080513-116.tif,,The Women's Studies Board of San Diego State College,
cb056,500_OHR_03022022_001.png,500_OHR_03022022_001,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/500_OHR_03022022_001.png,de la Riva Mujeres at Me & Mr. Mauri screening,,Osa Hidalgo de la Riva,,June 2014,"Santa Cruz and Stockton familia after the debut screening of Me & Mr. Mauri at the Mission Cultural Center for Latino Arts (MCCLA) in San Francisco. Laura, Liliana, Liz, Lola, and Osa were all credited as co-directors of the film. People from left to right: Laura de la Riva, Liliana dela Riva, Liz Hidalgo de la Riva, Osa Hidalgo de la Riva, Alicia Nevarez, Roberto Nevarez, unknown MCCLA staff, Lola de la Riva, MCCLA technician",cpmr; de la Riva Family Archive; Chicano; california; Bay Area; family; Mexican American; Mission Cultural Center for Latino Arts; San Francisco; 2014; queer film; Mujerista; Stockton,,,,Osa Hidalgo de la Riva,N/A,,digital photograph,500_OHR_03022022_001,,,
cb055,500_OHR_03112022_002.png,500_OHR_03112022_002,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/500_OHR_03112022_002.png,Domingo Rubio with family,Unknown,Osa Hidalgo de la Riva,,c. early 1900s,"Domingo Rubio was the brother of Angela Maria Rubio de la Riva. He collaborated with Angela's husband Francisco Gabriel de la Riva to form a Latino literary organization in Berkeley, California which served the entire Bay Area. People from left to right: unknown woman, unknown child, unknown child, Domingo Rubio",early 1900s; cpmr; de la Riva Family Archive; Chicano; california; Bay Area; Mexican American; field,,,,Osa Hidalgo de la Riva,"5""x7""",,photograph,""" 500_OHR_03112022_002""",,Unknown,
cb054,500_OHR_03112022_003.png,500_OHR_03112022_003,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/500_OHR_03112022_003.png,Grandma Angie with family,Unknown,Osa Hidalgo de la Riva,,c. early 1940s,"Angela Maria Rubio de la Riva with unknown family, likely in Northern California. Young girl is likely Lola de Riva and man is possibly Francisco Gabriel de la Riva.",early 1940s; de la Riva Family Archive; california; Bay Area; family; Chicano; Mexican American; cpmr; Grandma Angie; Angela Maria Rubio Dela Riva Grandma Angie; Inclusivity; Mujerista Principle,,,,Osa Hidalgo de la Riva,"3""x4""",,photograph,500_OHR_03112022_003,,Unknown,
cb050,500_OHR_03112022_007.png,500_OHR_03112022_007,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/500_OHR_03112022_007.png,Francisco Gabriel de la Riva boxing with friends in field,Unknown,Osa Hidalgo de la Riva,,c. early 1900s,"Left to right: unknown girl (possibly Lucy de la Riva Valverde or Celia de la Riva Rubio, or Lola de la Riva), unknown man, unknown man, Francisco Gabriel de la Riva. Men are wearing boxing gloves and looking at camera, man between the two is wearing a cloche hat. Small girl is looking down to the left of group of men. All are in a field with buildings in the distance, a horse, chickens, and telephone poles. Likely somewhere in the East Bay.",Berkeley; california; cpmr; de la Riva Family Archive; Chicano; Bay Area; Mexican American; Mobilized Women of Berkeley; early 1900s; boxing; field,,,,Osa Hidalgo de la Riva,"4""x5""",,photograph,500_OHR_03112022_007,,Unknown,
cb049,500_OHR_03112022_008.png,500_OHR_03112022_008,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/500_OHR_03112022_008.png,Mobilized Women for Berkeley invitation card,Unknown,Osa Hidalgo de la Riva,,c. 1919-1930,"Invitation card for ""Mobilized Women of Berkeley"" at 1002 University Avenue. The box for ""Morning Mother's Club (Non-English speaking women) is checked in pencil. Osa Hidalgo de la Riva Hidalgo believes Angela Rubio de la Riva likely owned this card and was a member. Osa has heard that ""Grandma Angie"" was a member of a ""woman's organization"" in Berkeley and taught cooking and painting classes within that group (possibly the organization named on this card). Angela also purchased a home and used",Bekeley; california; cpmr; de la Riva Family Archive; Chicano; Bay Area; Mexican American; Mobilized Women of Berkeley; 1919-1930; Inclusivity; Mujerista Principle,,,,Osa Hidalgo de la Riva,"ex: 8.5"" by 11""",,invitation,500_OHR_03112022_008,,Unknown,
cb048,500_OHR_03112022_009.png,500_OHR_03112022_009,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/500_OHR_03112022_009.png,Grandma Angie with her husband,Unknown,Osa Hidalgo de la Riva,,c. early 1900s,"Francisco Gabriel de la Riva with his arms wrapped around Angela Rubio de la Riva, Grandma Angie. The pair are likely in the Eastbay, possibly at Lake Merrit, a popular hangout spot for this couple. He is wearing slacks, a long-sleeve button down shirt with a vest and tie; she is wearing a silk shirt, matching long-sleeve top, white tights and black shoes.",Bay Area; couple; cpmr; de la Riva Family Archive; Chicano; california; Grandma Angie; Oakland; Lake Merrit; Inclusivity; Mujerista Principle,,,,Osa Hidalgo de la Riva,"3""x5""",,photograph,500_OHR_03112022_009,,Unknown,
cb047,500_OHR_05152022_010a.png,500_OHR_05152022_010a,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/500_OHR_05152022_010a.png,Lagrimas y Cadenas/Chains and Tears book,Celia de la Riva Rubio,Osa Hidalgo de la Riva,,1994,"Culmination of writings Celia de la Riva Rubio had produced for decades. Published in Morelia, Mexico. Celia was dissappointed with Spanish translation and she created a second version with corrected translations inserted as a separate one-page included in the book. ""Gay Feminist"" is an example of the ways Celia used and developed language, words, and phrases to more accurately represent her identity; and the ways identity terms have shifted over time.",cpmr; de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; poetry; Morelia; Mexico; feminist; Colectivo Artistico Morelia A.C.; 1994; 1990s; Celia de la Riva Rubio; Aunt Sally; bilingual; English; Spanish,,,,Osa Hidalgo de la Riva,"5""x8""",,book,500_OHR_05152022_010,,Celia de la Riva Rubio,
cb046,500_OHR_05152022_010b.png,500_OHR_05152022_010b,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/500_OHR_05152022_010b.png,Lagrimas y Cadenas/Chains and Tears book,Celia de la Riva Rubio,Osa Hidalgo de la Riva,,1994,"Back cover of Lagrimas y Cadenas/Chains and Tears book. Includes brief summary in both English and Spanish, a logo from Colectivo Artistico Morelia A.C., (the likely publishers of the book), and the words ""XX Aniversario 1994"" in the bottom right corner.",cpmr; de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; poetry; Morelia; Mexico; feminist; Colectivo Artistico Morelia A.C.; 1994; 1990s; Celia de la Riva Rubio; Aunt Sally; bilingual; English; Spanish,,,,Osa Hidalgo de la Riva,"5""x8""",,book,500_OHR_05152022_010,,Celia de la Riva Rubio,
cb044,500_OHR_05292022_011.png,500_OHR_05292022_011,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/500_OHR_05292022_011.png,Stained glass artwork,Osa Hidalgo de la Riva,Osa Hidalgo de la Riva,,c. 1980s,"A New Mexico-style sun derived from Zuni or Pueblo communitites. For Osa, it represent the four directions, four elements, and four seasons. It was likely made in Hayward.",cpmr; de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; glass art; Zuni; Pueblo; Southwest; New Mexico; Bay Area; four directions; indigeneity; elements; seasons; Hayward; 1980s,,,,Osa Hidalgo de la Riva,"9""x9""",,stained glass,500_OHR_05292022_011,,Osa Hidalgo de la Riva,
cb043,500_OHR_05292022_012.png,500_OHR_05292022_012,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/500_OHR_05292022_012.png,Centro de Arte logo,Osa Hidalgo de la Riva,Osa Hidalgo de la Riva,,c. 1990s,"Based on an original linoloeum block made by Osa that was used as the logo for the Centro de Arte in Long Beach established by Lola de la Riva. It is a kind of mandala that represents unity, family, and balance.",cpmr; de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; 1990s; linoleum print; Centro de Arte; Long Beach; Lola de la Riva; mandala; family,,,,Osa Hidalgo de la Riva,"9""x9""",,stained glass,500_OHR_05292022_012,,Osa Hidalgo de la Riva,
cb041,500_OHR_05292022_013d.png,500_OHR_05292022_013d,png,,,png,,image/png,image/png,image/png,https://cpmrark.reclaim.hosting/images/records/500_OHR_05292022_013d.png,"Spectator Journal, Lola de la Riva contribution","Osa Hidalgo de la Riva, Lola de la Riva",Osa Hidalgo de la Riva,,2006,"Excerpt from page 146 of Spectator Volume 26, No. 1 Spring 2006 Issue ( a journal published by the University of Southern California) edited by Osa while completing her PhD in Film and Television Criticism. This page features a poem from Lola de la Riva alongside an illustrated film reel filled with photos of Lola, and her daughters Liz and Osa. In the upper left corner is a line drawing of the heart illustration made by Lola de la Riva and featured on the issue cover. The poem reads: ""Chicana C",cpmr; de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; 2006; 2000s; Spectator Magazine; University of Southern California; PhD; Doctorate; Film and Television Criticism; Lola de la Riva; poetry; film; Los Angeles; Liz Hidalgo de la Riva; corazon,,,,Osa Hidalgo de la Riva,"ex: 8.5"" by 11""",,magazine journal,500_OHR_05292022_013d,,"Osa Hidalgo de la Riva, Lola de la Riva",
