objectid,title,creator,creator_title,date,description,subject,type,format,language,identifier,filename_og,display_template,image_large,image_small,image_thumb,object location,collection,location,latitude,longitude,source,format original,type-og,identifier-og,language,rights,rightsstatement
cb192,Cotera at Code Pink Rally,Unknown,,2013,This video shows Martha Cotera at the Code Pink Rally in 2013., Martha Cotera; Cotera Archive; 2013; Martha Cotera Collection; video; Code Pink Rally,Image;Stillimage,application/pdf,,cb192,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb192.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb192.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb192.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb192.pdf,Unknown,,,,Martha Cotera Collection,Unknown,Video,Cotera at Code Pink Rally - 2013.MOV,,Unknown,
cb224,Arellanes and All Brown Beret Women Resignation Letter,Material courtesy of Gloria Arellanes Papers at CSU-LA,,"2/25/1970, 1970s",Letter of Resignation from the Brown Beret Female Segment to the minister of the Brown Beret Organizaton,Gloria Arellanes; Brown Beret Women; Brown Beret Female Segment; 1970s; Aron Mangancilla; Resignation; 1970,Image;Stillimage,application/pdf,,cb224,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb224.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb224.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb224.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb224.pdf,Unavailable,,,,Gloria Arellanes,"8.5"" x 11""",Correspondence,"Arellanes and All Women Resign,pdf",,Material courtesy of Gloria Arellanes Papers at CSU-LA,
cb246,Letter Asking for Martha Cotera for Project on Outstanding Mexican American Women,Olga De Leon,,1973,"Olga De Leon writes to Martha notifying her that she shall be represented in UT Austin's project for Outstanding Mexican American Women, requesting data",1970s; 1973; austin;  Martha Cotera; Cotera Archive; Olga de Leon; Project on Outstanding Mexican American Women; Social Science Research Association; texas; University of Texas,Image;Stillimage,application/pdf,,cb246,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb246.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb246.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb246.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb246.pdf,Martha Cotera,,,,Martha Cotera Collection,8.5 x 11,Correspondence,AR-M620N_20091028_143514.pdf,,Olga De Leon,
cb247,La Raza Unida Booklet,Unknown,,1970s,Partial booklet concentrating on the purpose of RUP MI. Leading women are in committee positions.,Cotera Archive;  La Raza Unida; Martha Cotera; booklet,Image;Stillimage,application/pdf,,cb247,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb247.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb247.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb247.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb247.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,Booklet,La Raza Unida--MI Chicanas_JJG2.56_.pdf,,Unknown,
cb248,Martha Cotera Accepts Position with Juarez-Lincoln Library in Austin,Martha Cotera,,1973,Martha Cotera writes to Leonard Mestas and Andre Guerrero accepting position as Information Director with the Migrant Clearinghouse and Information Center at Juarez-Lincoln Center,1970s; 1973; Andre Guerrero; austin;  Dr. Leonard Mestas; Juarez-Lincoln Center; Martha Cotera; Cotera Archive; migrant; Clearinghouse and Information Center; texas,Image;Stillimage,application/pdf,,cb248,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb248.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb248.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb248.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb248.pdf,Martha Cotera,,,,Martha Cotera Collection,8.5 x 11,Correspondence,AR-M620N_20091028_143744.pdf,,Martha Cotera,
cb249,Texas Girl Scout Council requests materials for young Chicanas,Frances Arredondo,,1974,"Tejas Girl Scout Council and their pilot program for young Chicanas, 'Yo Soy'",1970s; 1974;  Dallas; Frances Arredondo; Martha Cotera; Cotera Archive; Tejas Girl Scout Council; texas; Yo Soy,Image;Stillimage,application/pdf,,cb249,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb249.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb249.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb249.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb249.pdf,Martha Cotera,,,,Martha Cotera Collection,8.5 x 11,Correspondence,AR-M620N_20091028_143939.pdf,,Frances Arredondo,
cb250,Mujeres Por La Raza Agenda,Unknown,,1974,Agenda for Mujeres Por la Raza for a meeting in Austin in 1974.,1970s; 1974s; austin; Cotera Archive;  Martha Cotera; Mujeres Por La Raza; Raza Unida; texas,Image;Stillimage,application/pdf,,cb250,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb250.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb250.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb250.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb250.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,Meeting Agenda,Agenda_Mujeres Por La Raza Unida_1974.pdf,,Unknown,
cb251,Report on the Chicano Family,Juan Jose Pena,,1979,Report written by Juan Jose Peña about the Chicano Family in 1979.,1970s; 1979; Chicano Family; Cotera Archive;  Juan Jose Pena; Martha Cotera; Raza Unida Party; RUP,Image;Stillimage,application/pdf,,cb251,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb251.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb251.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb251.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb251.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,Book/Journal/Paper,Chicano Family Juan Hose Pena 1979.pdf,,Juan Jose Pena,
cb252,Political Education Committee Letter to Martha and Juan,Mario Compean,,1973,Letter to Marta and Juan Cotera asking them to co-chair the Political Education Committee for the Raza Unida Party. Written by Mario Compean.,1970s; 1973; Cotera Archive;  crystal city; Mario Compean; Juan Cotera; Martha Cotera; Political Education Committee; RUP; texas,Image;Stillimage,application/pdf,,cb252,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb252.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb252.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb252.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb252.pdf,Martha Cotera,,,,Martha Cotera Collection,8.5 x 11,Correspondence,Correspondence_Compean_Cotera.pdf,,Mario Compean,
cb253,"Article about Hispanic Feminist Conference, English",Sara Marsh,,1980,"Newspaper article, written in English, about the victory of the Hispanic Feminist Conference. Written by Sara Marsh.",1980; 1980s; Cotera Archive;  Sara Marsh; Hispanic Feminist Conference; Martha Cotera; newspaper article; victory,Image;Stillimage,application/pdf,,cb253,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb253.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb253.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb253.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb253.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,Newspaper Article,Newsarticle_Freedom Socialist_Summer1980.pdf,,Sara Marsh,
cb254,"Article about Hispanic Feminist Conference, English",,,1980,"Newspaper article, written in English, about the victory of the Hispanic Feminist Conference.",1980; 1980s; Cotera Archive;  Hispanic Feminist Conference; Martha Cotera; newspaper article; victory,Image;Stillimage,application/pdf,,cb254,,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb254.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb254.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb254.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb254.pdf,Martha Cotera,,,,Maria Cotera Collection,172.04 KB,Newspaper Article,Newsarticle_Freedom Socialist_Summer1980.pdf,,,
cb255,"Mujeres Pro-Raza Unida, Texas Statewide Conference Resolutions",Unknown,,1973,"Notes from Mujeres Pro-Raza Unida who attended the Texas statewide conference, including a Texas Ranger Resolution.",1970s; 1973; Cotera Archive;  Martha Cotera; rangers; Mujeres Pro-Raza Unida; Texas Conference,Image;Stillimage,application/pdf,,cb255,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb255.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb255.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb255.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb255.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,"Political Organizing, Promotion",MujeresProRazaUnida_1973.pdf,,Unknown,
cb256,Noches Despertando Poetry Book,Unknown,,1977,Book of poetry entitled Noches Despertando en Conciencias. Poems written in Spanish.,1970s; 1977; book; Cotera Archive;  Martha Cotera; Noches Despertando en Conciencias; poetry,Image;Stillimage,application/pdf,,cb256,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb256.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb256.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb256.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb256.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,Book of Poetry,convertedmarthacotera5.pdf,,Unknown,
cb257,"Regeneracion, Vol. 2, No. 3, with Martha Cotera Notes",Francisca Flores,,1973,Photocopy of Regeneracion literary journal and magazine from Martha Cotera's files. Photocopy includes a data sheet on Francisco Flores for Cotera's bio-bibliographic database on Hispanic Women.,1970s; 1973; Cotera Archive;  Francisca Flores; literary journal; regeneracion; magazine; Marta Cotera,Image;Stillimage,application/pdf,,cb257,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb257.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb257.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb257.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb257.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,Book/Journal/Paper,Regeneracion.pdf,,Francisca Flores,
cb258,Meeting Notes: RUP Women's Caucus,Unknown,,1973,Meeting notes for the Raza Unida Party Womens Political Caucus.,1970s; 1973; Cotera Archive;  Martha Cotera; Meeting Notes; womens caucus; RUP; political caucus; meeting notes for raza unida party womens political caucus,Image;Stillimage,application/pdf,,cb258,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb258.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb258.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb258.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb258.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,"Political Organizing, Promotion",Rosie Castro_RUP Women_s Caucus.pdf,,Unknown,
cb259,Raza Unida Calendar of Events,Unknown,,1970s,Raza Unida Party calendar of upcoming events for the end of March and beginning of April.,1970s; calendar; Cotera Archive;  Events; Martha Cotera; Raza Unida; RUP,Image;Stillimage,application/pdf,,cb259,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb259.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb259.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb259.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb259.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,"Political Organizing, Promotion",RUP Calendar.pdf,,Unknown,
cb260,Newsletter to Texas Raza Unida,Unknown,,1978,Newsletter containing information for the Texas Raza Unida Party members.,1970s; 1978; Cotera Archive;  elections; March Against police Brutality; Martha Cotera; Newsletter; RUP,Image;Stillimage,application/pdf,,cb260,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb260.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb260.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb260.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb260.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,Newsletter,RUP Newsletter_7Oct1978.pdf,,Unknown,
cb261,Texas Women's Meeting Participation Booklet,Unknown,,1977,A booklet of names of women who contributed to and worked on the Texas Womens Meeting.,1970s; 1977; bibliography; Cotera Archive;  International Womens Year; IWY; list of names; Martha Cotera; Texas Coordinating Committee,Image;Stillimage,application/pdf,,cb261,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb261.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb261.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb261.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb261.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,Booklet,multipageIWY014.pdf,,Unknown,
cb262,Proposal for Participation of Unorganized Women IWY,Martha Cotera,,1977,"Proposal for the participation of of a major portion of Texas' population of women, unorganized women, including homemakers, rural women, older women, and younger women. Six pages.",1970s; 1977; community organizing; Cotera Archive; International Womens Year; IWY; Martha Cotera; outreach; texas; University Ministry; unorganized women; ,Image;Stillimage,application/pdf,,cb262,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb262.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb262.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb262.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb262.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,Proposal,multipageIWY018.pdf,,Martha Cotera,
cb273,Poetry Reading Invitation,Unkown,,10/11/1983,"An invitation to a poetry reading to celebrate the first edition of ""Curandera"".",1980s; 1983; Carmen tafolla; invitation; poetry reading; Tafolla archive,Image;Stillimage,application/pdf,,cb273,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb273.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb273.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb273.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb273.pdf,Carmen Tafolla,,,,Carmen Tafolla,unknown,application/pdf,convertedCT7.pdf,,Unkown,
cb279,Caracol October Newspaper,Unknown,,7/10/2014,Cover of the October edition of Caracol Magazine,caracol; Carmen tafolla; Tafolla archive; caracol newspaper,Image;Stillimage,application/pdf,,cb279,,pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb279.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb279.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb279.pdf,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/cb279.pdf,Carmen Tafolla,,,,Carmen Tafolla,Unknown,application/pdf,convertedCT10.pdf,,Unknown,
cb096,Letter from Illinois Representative Kubik,Jack L. Kubik,,2/22/1991,n/a,n/a,Image;Stillimage,image/png,,0015vm0921140001.png,0015_VM092114_0001.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/0015vm0921140001.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/0015vm0921140001.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/0015vm0921140001.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/0015vm0921140001.png,Virginia Martinez,,,,Virginia Martinez,n/a,Correspondence,0015_VM092114_0001.tiff,,Jack L. Kubik,
