objectid,filename_og,title,creator,creator_title,date,date_og,description,subject,type,format,language,identifier,base name,extension,overfow1,overflow2,display_template,base url,image_small,image_thumb,object_location,collection,location,latitude,longitude,source,format original,type-og,identifier-og,language,rights,rightsstatement,image_alt_text
cb271,"Anna Nieto Gomez at UCLA, Image I, 1974.png","Anna Nieto Gomez at UCLA, Image I, 1974",Unknown,,1976,1976,"Anna Nieto Gomez at UCLA, 1974",Anna Nieto Gomez; 35 mm transparency; 1970s; 1974,Image;Stillimage,image/png,,"annanietogomezatucla,imagei,1974.png","annanietogomezatucla,imagei,1974",png,,,image,https://cpmrark.reclaim.hosting/,"https://cpmrark.reclaim.hosting/objects/small/annanietogomezatucla,imagei,1974_sm.jpg","https://cpmrark.reclaim.hosting/objects/thumbs/annanietogomezatucla,imagei,1974_th.jpg","https://cpmrark.reclaim.hosting/objects/annanietogomezatucla,imagei,1974.png",unknown,,,,Anna NietoGomez,"2""x2""",35 mm transparency,006ANG_111214_061,,Unknown,,"Anna Nieto Gomez at UCLA, 1974"
cb001,Anna Nietogomez Outside.png,Anna NietoGomez Outside,,,2018-1-17,1/17/2018,"A young Anna Nietogomez outside, looking directly at the camera",Anna NietoGomez; JA; Anna NietoGomez collection; 35 mm transparency; ,Image;Stillimage,image/png,,annanietogomezoutside.png,annanietogomezoutside,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/annanietogomezoutside_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/annanietogomezoutside_th.jpg,https://cpmrark.reclaim.hosting/objects/annanietogomezoutside.png,Anna NietoGomez Collection,,,,Anna NietoGomez,8 x 12,photo,006ANG_111214_012,,,,"A young Anna Nietogomez outside, looking directly at the camera"
cb224,,Arellanes and All Brown Beret Women Resignation Letter,Material courtesy of Gloria Arellanes Papers at CSU-LA,,1970-2-25,"2/25/1970, 1970s",Letter of Resignation from the Brown Beret Female Segment to the minister of the Brown Beret Organizaton,Gloria Arellanes; Brown Beret Women; Brown Beret Female Segment; 1970s; Aron Mangancilla; Resignation; 1970,Image;Stillimage,application/pdf,,cb224.pdf,cb224,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb224_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb224_th.jpg,https://cpmrark.reclaim.hosting/objects/cb224.pdf,Unavailable,,,,Gloria Arellanes,"8.5"" x 11""",Correspondence,"Arellanes and All Women Resign,pdf",,Material courtesy of Gloria Arellanes Papers at CSU-LA,,Letter of Resignation from the Brown Beret Female Segment to the minister of the Brown Beret Organizaton
cb233,348e3018-2453-4817-81ec-307e91010bab.png,Arellanes Brown Beret March in East LA Photograph,Material courtesy of Gloria Arellanes Papers at CSU-LA,,1960s,"1960s, 1970s",Protestors walking in the streets of East LA,Gloria Arellanes; Photograph; George Rodriguez; East LA; protest,Image;Stillimage,image/png,,348e30182453481781ec307e91010bab.png,348e30182453481781ec307e91010bab,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/348e30182453481781ec307e91010bab_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/348e30182453481781ec307e91010bab_th.jpg,https://cpmrark.reclaim.hosting/objects/348e30182453481781ec307e91010bab.png,Unknown,,,,Gloria Arellanes,Unknown,Photograph,Box+5+photos_001.pdf,,Material courtesy of Gloria Arellanes Papers at CSU-LA,,Protestors walking in the streets of East LA
cb225,fe649106-a72b-4bc7-93b1-bbba29d06a3a.png,Arellanes Buttons and Newspaper Clippings,Material courtesy of Gloria Arellanes Papers at CSU-LA,,1960s,"1960s, 1970s","La Causa, Poor People's March, etc.",Gloria Arellanes; Chicano Moratorium; Francisco Ramos; Poor People's March; Che,Image;Stillimage,image/png,,fe649106a72b4bc793b1bbba29d06a3a.png,fe649106a72b4bc793b1bbba29d06a3a,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/fe649106a72b4bc793b1bbba29d06a3a_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/fe649106a72b4bc793b1bbba29d06a3a_th.jpg,https://cpmrark.reclaim.hosting/objects/fe649106a72b4bc793b1bbba29d06a3a.png,Unknown,,,,Gloria Arellanes,Unknown,Buttons and Newspaper,patch_buttons.tif,,Material courtesy of Gloria Arellanes Papers at CSU-LA,,"La Causa, Poor People's March, etc."
cb234,42ec61fc-5cd8-4155-a1c9-32daa23aa72a.png,Arellanes ID Button,Material courtesy of Gloria Arellanes Papers at CSU-LA,,1970s,1970's,Photo Button of Gloria Arellanes,Gloria Arellanes; ID; button,Image;Stillimage,image/png,,42ec61fc5cd84155a1c932daa23aa72a.png,42ec61fc5cd84155a1c932daa23aa72a,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/42ec61fc5cd84155a1c932daa23aa72a_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/42ec61fc5cd84155a1c932daa23aa72a_th.jpg,https://cpmrark.reclaim.hosting/objects/42ec61fc5cd84155a1c932daa23aa72a.png,Gloria Arellanes,,,,Gloria Arellanes,"2""x2""",Ephemera,arrellanes_idbutton2.tif,,Material courtesy of Gloria Arellanes Papers at CSU-LA,,Photo Button of Gloria Arellanes
cb253,,"Article about Hispanic Feminist Conference, English",Sara Marsh,,1980,1980,"Newspaper article, written in English, about the victory of the Hispanic Feminist Conference. Written by Sara Marsh.",1980; 1980s; Cotera Archive;  Sara Marsh; Hispanic Feminist Conference; Martha Cotera; newspaper article; victory,Image;Stillimage,application/pdf,,cb253.pdf,cb253,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb253_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb253_th.jpg,https://cpmrark.reclaim.hosting/objects/cb253.pdf,Martha Cotera,,,,Martha Cotera Collection,Unknown,Newspaper Article,Newsarticle_Freedom Socialist_Summer1980.pdf,,Sara Marsh,,"Newspaper article, written in English, about the victory of the Hispanic Feminist Conference. Written by Sara Marsh."
cb254,,"Article about Hispanic Feminist Conference, English",,,1980,1980,"Newspaper article, written in English, about the victory of the Hispanic Feminist Conference.",1980; 1980s; Cotera Archive;  Hispanic Feminist Conference; Martha Cotera; newspaper article; victory,Image;Stillimage,application/pdf,,cb254.pdf,cb254,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb254_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb254_th.jpg,https://cpmrark.reclaim.hosting/objects/cb254.pdf,Martha Cotera,,,,Maria Cotera Collection,172.04 KB,Newspaper Article,Newsarticle_Freedom Socialist_Summer1980.pdf,,,,"Newspaper article, written in English, about the victory of the Hispanic Feminist Conference."
cb059,download (4).png,"Artistas Para Artistas Fundraiser, 1986",Artistas para Artistas,,1986-6-20,6/20/1986,"Flyer for fundraiser held by Artistas para Artistas to assist Chicana artists Gloria Alvarez and Yreina D. Cervántez in their trip to Managua, Nicaragua with a Chicano Delegation organized by UCLA. Flyer details the performances and exhibitions that take place June 20, 1986 at 1547 Estudillo East Los Streetscapers Studio.", AC; Yreina Cervantez; Yreina Cervantez Collection; 1986; 1980s; serigraph; Central American Crisis; Gloria Alvarez; Yreina D. Cervántez; Marialice Jacob; Kay Torres; Artistas para Artistas; East Los Streetscapers Studio; Chicano Solidarity with Nicaragua; UCLA Chicano Delegation 1986; Univeristy of California Los Angeles Chicano Delegation 1986,Image;Stillimage,image/png,,download(4).png,download(4),png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/download(4)_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/download(4)_th.jpg,https://cpmrark.reclaim.hosting/objects/download(4).png,Yreina Cervantes personal collection,,,,Yreina Cervantes,"ex: 8.5"" by 11""",Flyer,303YC_071116_007.tif,,Artistas para Artistas,,"Flyer for fundraiser held by Artistas para Artistas to assist Chicana artists Gloria Alvarez and Yreina D. Cervántez in their trip to Managua, Nicaragua with a Chicano Delegation organized by UCLA. Flyer details the performances and exhibitions that take place June 20, 1986 at 1547 Estudillo East Los Streetscapers Studio."
cb173,3.png,Ballet Folklorico of University of Michigan,Unknown,,1972,1972,"Performance of the Ballet Folklorico at the University of Michigan, 1974. Juana in the background, dancing.",1970s; 1972;  jesse gonzales; juana Gonzales; juana gonzales collection; Photograph; tdkdsr; university of michigan,Image;Stillimage,image/png,,3.png,3,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/3_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/3_th.jpg,https://cpmrark.reclaim.hosting/objects/3.png,,,,,Juana Gonzales,2706x3529,Photograph,216JG_112115_004.tiff,,Unknown,,"Performance of the Ballet Folklorico at the University of Michigan, 1974. Juana in the background, dancing."
cb241,4a603d7a-5647-49b6-ae21-5b36fc91e250.png,Barbara Carrasco Family Photograph with Mother and Sister,Unknown,,1961-5-14,5/14/1961,"In-color portrait of Barbara Carrasco with mother and sister, dressed up; Barbara is on the left-hand side",Barbara Carrasco; Photograph; 1961; 1960s; Carrasco Archive;  BE,Image;Stillimage,image/png,,4a603d7a564749b6ae215b36fc91e250.png,cb241,,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb241_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb241_th.jpg,https://cpmrark.reclaim.hosting/objects/cb241.png,Barbara Carrasco,,,,Barbara Carrasco,"3"" x 3""",Photograph,Carrasco Kids 1961 (2),,Unknown,,"In-color portrait of Barbara Carrasco with mother and sister, dressed up; Barbara is on the left-hand side"
cb240,175c08d8-fe47-4875-a3b1-066651f65654.png,Barbara Carrasco Family Photograph with Siblings,Unknown,,1961-5-14,5/14/1961,"In-color portrait of Barbara Carrasco with sister and two brothers, dressed up; Barbara is the second child to the left",Barbara Carrasco; Photograph; 1961; 1960s; Carrasco Archive;  Carrasco brother; BE,Image;Stillimage,image/png,,175c08d8fe474875a3b1066651f65654.png,175c08d8fe474875a3b1066651f65654,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/175c08d8fe474875a3b1066651f65654_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/175c08d8fe474875a3b1066651f65654_th.jpg,https://cpmrark.reclaim.hosting/objects/175c08d8fe474875a3b1066651f65654.png,Barbara Carrasco,,,,Barbara Carrasco,"3"" x 3""",Photograph,Carrasco Kids 1961 (4),,Unknown,,"In-color portrait of Barbara Carrasco with sister and two brothers, dressed up; Barbara is the second child to the left"
cb245,ba403c65-a56b-4eb7-9a37-3940274209eb.png,Barbara Carrasco Marina Girl Scouts Photograph,Unknown,,1967,1967,Black-and-white portrait of Barbara Carrasco's Marina Girl Scouts troop in 1967,Barbara Carrasco; Photograph; 1967; 1960s; Marina Girl Scouts; Carrasco Archive; BE; ,Image;Stillimage,image/png,,ba403c65a56b4eb79a373940274209eb.png,ba403c65a56b4eb79a373940274209eb,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/ba403c65a56b4eb79a373940274209eb_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/ba403c65a56b4eb79a373940274209eb_th.jpg,https://cpmrark.reclaim.hosting/objects/ba403c65a56b4eb79a373940274209eb.png,Barbara Carrasco,,,,Barbara Carrasco,Unknown,Photograph,bc-girlscout67a,,Unknown,,Black-and-white portrait of Barbara Carrasco's Marina Girl Scouts troop in 1967
cb235,bcb.PNG,Barbara Carrasco Mid-Career Survey Exhibition Event Program,Vincent Price Arts Museum,,2008-2-9,2/9/08-5/1/08,"Barbara Carrasco Mid-Career Survey Exhibition Event Program including list of artwork on display at Vincent Price Art Museum 2/9/08 to 5/1/08, selected exhibitions, murals, and bibliography",Barbara Carrasco; Event Program; Vincent Price Arts Museum; East Los Angeles College; 2008; 2000s; Carrasco Archive;  Carrasco art; BE,Image;Stillimage,image/PNG,,bcb.png,bcb,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/bcb_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/bcb_th.jpg,https://cpmrark.reclaim.hosting/objects/bcb.png,Barbara Carrasco,,,,Barbara Carrasco,"8.5"" x 11""",Event Program,042BC_111014_004_a,,Vincent Price Arts Museum,,"Barbara Carrasco Mid-Career Survey Exhibition Event Program including list of artwork on display at Vincent Price Art Museum 2/9/08 to 5/1/08, selected exhibitions, murals, and bibliography"
cb244,a01ed528-d2ee-4038-bc19-da3d2ffbf69f.png,Barbara Carrasco UCLA Graduation Photograph,Unknown,,1978,1978,Color portrait of Barbara Carrasco graduating from UCLA with a B.F.A. in 1978,Barbara Carrasco; Photograph; UCLA; 1978; 1970s; Carrasco Archive;  BE,Image;Stillimage,image/png,,a01ed528d2ee4038bc19da3d2ffbf69f.png,a01ed528d2ee4038bc19da3d2ffbf69f,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/a01ed528d2ee4038bc19da3d2ffbf69f_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/a01ed528d2ee4038bc19da3d2ffbf69f_th.jpg,https://cpmrark.reclaim.hosting/objects/a01ed528d2ee4038bc19da3d2ffbf69f.png,Barbara Carrasco,,,,Barbara Carrasco,Unknown,Photograph,Barbara UCLA Grad,,Unknown,,Color portrait of Barbara Carrasco graduating from UCLA with a B.F.A. in 1978
cb242,73f9f9ac-e51b-41b4-b37c-c8e7933eb04b.png,Barbara Carrasco Wedding Photograph,Unknown,,1993-3-16,3/16/1993,"Black-and-white wedding portrait of Barbara Carrasco and fellow artist Henry Gamboa, Jr., married on 3/16/93",Barbara Carrasco; Photograph; Henry Gamboa Jr.; 1993; 1990s; Carrasco Archive;  JA,Image;Stillimage,image/png,,73f9f9ace51b41b4b37cc8e7933eb04b.png,73f9f9ace51b41b4b37cc8e7933eb04b,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/73f9f9ace51b41b4b37cc8e7933eb04b_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/73f9f9ace51b41b4b37cc8e7933eb04b_th.jpg,https://cpmrark.reclaim.hosting/objects/73f9f9ace51b41b4b37cc8e7933eb04b.png,Chicana por mi Raza,,,,Barbara Carrasco,755 KB,Photograph,042BC_111014_005,,Unknown,,"Black-and-white wedding portrait of Barbara Carrasco and fellow artist Henry Gamboa, Jr., married on 3/16/93"
cb243,73f9f9ac-e51b-41b4-b37c-c8e7933eb04b.png,Barbara Carrasco Wedding Photograph,Unknown,,1993-3-16,3/16/1993,"Black-and-white wedding portrait of Barbara Carrasco and fellow artist Henry Gamboa, Jr., married on 3/16/93",Barbara Carrasco; Photograph; Henry Gamboa Jr.; 1993; 1990s; Carrasco Archive;  BE,Image;Stillimage,image/png,,73f9f9ace51b41b4b37cc8e7933eb04b.png,73f9f9ace51b41b4b37cc8e7933eb04b,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/73f9f9ace51b41b4b37cc8e7933eb04b_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/73f9f9ace51b41b4b37cc8e7933eb04b_th.jpg,https://cpmrark.reclaim.hosting/objects/73f9f9ace51b41b4b37cc8e7933eb04b.png,Barbara Carrasco,,,,Barbara Carrasco,Unknown,Photograph,042BC_111014_005,,Unknown,,"Black-and-white wedding portrait of Barbara Carrasco and fellow artist Henry Gamboa, Jr., married on 3/16/93"
cb236,1dd0189a-e8b3-4242-8864-8d3593140ad8.png,Barbara Carrasco's Mother's Graduation Photograph,Unknown,,unknown,Unknown,Black-and-white portrait of Barbara Carrasco's mother's graduation,Barbara Carrasco; Photograph; Carrasco Archive;  Carrasco mother; BE,Image;Stillimage,image/png,,1dd0189ae8b3424288648d3593140ad8.png,1dd0189ae8b3424288648d3593140ad8,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/1dd0189ae8b3424288648d3593140ad8_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/1dd0189ae8b3424288648d3593140ad8_th.jpg,https://cpmrark.reclaim.hosting/objects/1dd0189ae8b3424288648d3593140ad8.png,Barbara Carrasco,,,,Barbara Carrasco,Unknown,Photograph,Mom_HS jpg,,Unknown,,Black-and-white portrait of Barbara Carrasco's mother's graduation
cb290,09da5778-88bf-4e60-9c57-c142bcaded60.png,Bilingual Bicultural Child Poster,Unknown,,unknown,unknown,A poster for an institute on the bilingual bicultural exceptional child., Sonia Lopez archive; sonia lopez; poster; bilingual; institute,Image;Stillimage,image/png,,09da577888bf4e609c57c142bcaded60.png,09da577888bf4e609c57c142bcaded60,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/09da577888bf4e609c57c142bcaded60_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/09da577888bf4e609c57c142bcaded60_th.jpg,https://cpmrark.reclaim.hosting/objects/09da577888bf4e609c57c142bcaded60.png,,,,,Sonia Lopez,"14"" x 20""",Paper Poster,DSC_2758.JPG,,Unknown,,A poster for an institute on the bilingual bicultural exceptional child.
cb222,boycottfarah.png,Boycott Farah Pants Button,Unknown,,2013-12-23,12/23/2013,Boycott Farah Pants Button,Oral history; 1970s; boycott; button;  farah pants; guadiana archive; maria guadiana,Image;Stillimage,image/png,,boycottfarah.png,boycottfarah,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/boycottfarah_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/boycottfarah_th.jpg,https://cpmrark.reclaim.hosting/objects/boycottfarah.png,,,,,Maria Guadiana,2288x2240,Image,104MG_120713_006.tiff,,Unknown,,Boycott Farah Pants Button
